x,y,vel_x,vel_y
-0.0360576,-0.0455381,-0.312312,0.0502409
-0.0391979,-0.0450761,-0.314437,0.0422689
-0.0423053,-0.0446899,-0.304227,0.0351652
-0.0452067,-0.044368,-0.271288,0.0295082
-0.0477189,-0.0440883,-0.234703,0.0272774
-0.0499846,-0.0438055,-0.22328,0.0301413
-0.0522704,-0.0434705,-0.237648,0.037482
-0.0547722,-0.0430498,-0.262404,0.0466178
-0.0574995,-0.042541,-0.28145,0.0549188
-0.0603637,-0.0419557,-0.289232,0.0619489
-0.063246,-0.041307,-0.285563,0.0674772
-0.066046,-0.0406118,-0.273223,0.0713026
-0.0686927,-0.0398859,-0.255574,0.0736304
-0.0711535,-0.0391445,-0.236737,0.0743648
-0.0734341,-0.0384047,-0.219891,0.073269
-0.0755608,-0.0376858,-0.205863,0.0701775
-0.0775582,-0.0370078,-0.193896,0.0651049
-0.0794425,-0.0363907,-0.183069,0.0579326
-0.0812206,-0.0358572,-0.172548,0.0483298
-0.0828922,-0.0354331,-0.161649,0.0360388
-0.0844507,-0.0351454,-0.149876,0.0210533
-0.0858859,-0.0350197,-0.136948,0.00376349
-0.0871863,-0.0350751,-0.12301,-0.0150102
-0.0883448,-0.0353218,-0.108687,-0.0343621
-0.0893614,-0.0357625,-0.0947586,-0.0537603
-0.0902439,-0.0363957,-0.082007,-0.0727665
-0.0910087,-0.0372143,-0.071413,-0.0907265
-0.0916827,-0.0382057,-0.0640043,-0.107316
-0.0923009,-0.0393575,-0.0602321,-0.122951
-0.0928986,-0.0406641,-0.059833,-0.138414
-0.0935067,-0.0421271,-0.0621799,-0.154284
-0.0941491,-0.0437527,-0.0665755,-0.17103
-0.0948431,-0.0455463,-0.0724267,-0.187345
-0.0956001,-0.0474945,-0.0790428,-0.202119
-0.096422,-0.0495807,-0.0850952,-0.214502
-0.0972969,-0.0517744,-0.0895922,-0.223845
-0.0982063,-0.0540468,-0.0918107,-0.229945
-0.099125,-0.0563634,-0.0916173,-0.233066
-0.100033,-0.0587027,-0.0898148,-0.234557
-0.100918,-0.0610468,-0.0869183,-0.233746
-0.10177,-0.0633688,-0.0834097,-0.230307
-0.102586,-0.0656466,-0.0800181,-0.224956
-0.103372,-0.0678612,-0.0771931,-0.217588
-0.104131,-0.0699901,-0.0747447,-0.207737
-0.104867,-0.0720076,-0.0724729,-0.195386
-0.105582,-0.0738938,-0.0706678,-0.181841
-0.106286,-0.0756533,-0.0703321,-0.17094
-0.106994,-0.0773277,-0.0715672,-0.164552
-0.107719,-0.0789542,-0.0733313,-0.161124
-0.108459,-0.0805559,-0.074578,-0.159425
-0.109205,-0.0821462,-0.0742347,-0.158782
-0.109936,-0.0837333,-0.07146,-0.158663
-0.110625,-0.0853185,-0.0658315,-0.158258
-0.111244,-0.0868952,-0.0576255,-0.156874
-0.111771,-0.088452,-0.0476992,-0.154296
-0.112199,-0.0899785,-0.0380894,-0.150941
-0.112541,-0.0914701,-0.0306906,-0.147364
-0.112822,-0.0929261,-0.026059,-0.143882
-0.11307,-0.0943471,-0.023901,-0.140223
-0.113307,-0.0957276,-0.02373,-0.135659
-0.113553,-0.097056,-0.0259678,-0.129803
-0.113838,-0.0983207,-0.0319551,-0.123076
-0.114206,-0.0995266,-0.0422251,-0.119073
-0.11469,-0.100724,-0.0545986,-0.121696
-0.115296,-0.101981,-0.0662872,-0.130376
-0.116001,-0.103335,-0.0737126,-0.139907
-0.116748,-0.104764,-0.074455,-0.144905
-0.117472,-0.106209,-0.0695516,-0.14278
-0.118125,-0.107585,-0.0605778,-0.130468
-0.118683,-0.108798,-0.0516494,-0.11194
-0.119172,-0.109826,-0.0468843,-0.0940373
-0.119634,-0.110676,-0.0460515,-0.0753115
-0.1201,-0.111318,-0.0474067,-0.0523701
-0.120585,-0.111704,-0.0494726,-0.0238586
-0.12109,-0.111778,-0.0514908,0.0099129
-0.121616,-0.111493,-0.0538236,0.0476859
-0.122171,-0.110813,-0.0576883,0.0888197
-0.122778,-0.109704,-0.0642421,0.133706
-0.123466,-0.108138,-0.0736615,0.178768
-0.12426,-0.106143,-0.0856328,0.219493
-0.125185,-0.103768,-0.0996287,0.254294
-0.126256,-0.101087,-0.114578,0.280244
-0.127475,-0.0982062,-0.129172,0.293364
-0.128838,-0.0952553,-0.143455,0.295721
-0.130345,-0.0923079,-0.158033,0.293241
-0.131995,-0.0894007,-0.171337,0.287676
-0.133761,-0.0865662,-0.181414,0.278574
-0.135612,-0.0838428,-0.188295,0.265424
-0.137521,-0.0812707,-0.193254,0.248369
-0.139475,-0.0788873,-0.197556,0.227735
-0.141472,-0.0767291,-0.201784,0.203185
-0.143509,-0.0748419,-0.205383,0.173142
-0.14557,-0.0732846,-0.206046,0.137589
-0.147605,-0.0720877,-0.199338,0.102764
-0.149542,-0.0712094,-0.188224,0.0739217
-0.151382,-0.0705879,-0.180897,0.0515005
-0.153179,-0.0701515,-0.179431,0.0374519
-0.154999,-0.0698159,-0.186403,0.0302799
-0.156952,-0.0695413,-0.206648,0.024481
-0.159183,-0.0693335,-0.242224,0.0165356
-0.161838,-0.0692208,-0.290351,0.00554683
-0.164995,-0.0692242,-0.339896,-0.00595046
-0.16856,-0.069318,-0.36675,-0.0109327
-0.17224,-0.0694161,-0.366712,-0.00789396
-0.17587,-0.0694677,-0.35948,-0.00238513
-0.179445,-0.0694673,-0.356945,0.0020904
-0.183038,-0.0694349,-0.363119,0.00386553
-0.186723,-0.0694011,-0.373946,0.00231309
-0.190491,-0.0693999,-0.37689,-0.00262981
-0.194163,-0.0694624,-0.350546,-0.0101957
-0.197419,-0.0696107,-0.299418,-0.0198147
-0.200159,-0.0698624,-0.250426,-0.0305352
-0.202479,-0.0702128,-0.216865,-0.0386849
-0.204546,-0.0706193,-0.198369,-0.0418006
-0.206472,-0.0710321,-0.187535,-0.0398859
-0.208308,-0.0713995,-0.180043,-0.032706
-0.210078,-0.0716695,-0.174005,-0.0205192
-0.211786,-0.0717959,-0.167342,-0.00414511
-0.213424,-0.0717442,-0.160467,0.0146786
-0.215005,-0.071504,-0.156387,0.0329992
-0.216566,-0.0710972,-0.156463,0.0474419
-0.218145,-0.0705784,-0.159679,0.0549093
-0.219759,-0.0700272,-0.162965,0.0539048
-0.221392,-0.0695238,-0.162567,0.0458592
-0.222992,-0.0691236,-0.156423,0.033736
-0.224503,-0.0688536,-0.145256,0.0202467
-0.225888,-0.0687172,-0.131576,0.00719006
-0.227138,-0.0687056,-0.118689,-0.00461854
-0.228276,-0.0688062,-0.109983,-0.0154056
-0.229359,-0.0690133,-0.107896,-0.0260485
-0.230458,-0.0693293,-0.112901,-0.0373243
-0.231636,-0.0697626,-0.123443,-0.0494499
-0.232935,-0.0703184,-0.136492,-0.0616194
-0.234362,-0.0709908,-0.148344,-0.0725483
-0.235887,-0.0717615,-0.155678,-0.0811202
-0.237454,-0.0726031,-0.156661,-0.0866388
-0.238999,-0.0734831,-0.151538,-0.0887924
-0.240471,-0.0743709,-0.142278,-0.0885386
-0.241838,-0.075252,-0.130871,-0.0877292
-0.243087,-0.076128,-0.119186,-0.0876824
-0.244226,-0.0770091,-0.108827,-0.0886508
-0.24527,-0.0779023,-0.100426,-0.0899948
-0.246241,-0.0788079,-0.0940491,-0.091022
-0.247157,-0.0797205,-0.0894682,-0.0913722
-0.248037,-0.0806335,-0.086652,-0.0911593
-0.248897,-0.0815437,-0.0856988,-0.0909508
